template_id,difficulty,source_row,combination,query,question,repgrase,unnamed_12,narrative_question
medium_r0065,medium,65,wildcard,"{""query"": {""bool"": {""filter"": [{""wildcard"": {""SYMPTOM_TEXT"": {""value"": ""*I *""}}}]}}}",There's an instance of values matching '*I *' Can you find all similar cases and summarize their results?,There's an instance of values matching '*I *' Can you find all similar cases and summarize their results?,"In reviewing events tied to I'm reviewing medication cases exhibiting description of patient matching *I *. What outcomes are documented?, are there clear indications that suggest a broader systemic documentation challenge?","I noticed several reports where the symptom descriptions include phrases starting with ‘I’. Could you pull up all cases with similar symptom text and summarize the outcomes? Also, do these records suggest any broader issues with how symptoms are being documented?"
medium_r0066,medium,66,wildcard,"{""query"": {""bool"": {""filter"": [{""wildcard"": {""OTHER_MEDS"": {""value"": ""*Lo*""}}}]}}}","When records show values matching '*Lo*', what do others report as their follow-up outcomes?","When records show values matching '*Lo*', what do others report as their follow-up outcomes?","Looking at instances involving I help a patient who had other medications matching *Lo*. Could you pull up similar cases and lengths of hospital stays?, what explanations might account for observed variations in clinical reporting?",I’ve come across patient records where other medications include names matching ‘Lo’. Could you find similar cases and share their follow-up outcomes and hospital stay lengths? Are there any noticeable patterns or reasons behind differences in how these cases are reported?
medium_r0067,medium,67,wildcard,"{""query"": {""bool"": {""filter"": [{""wildcard"": {""VAX_DATE"": {""value"": ""*01*""}}}]}}}","When records show values matching '*01*', what do others report as their follow-up outcomes?","When records show values matching '*01*', what do others report as their follow-up outcomes?","Looking at instances involving My friend has vaccine date matching *01*. Can you find similar records and share their confirmation of recovery or not?, what explanations might account for observed variations in clinical reporting?","During chart review, we noticed a group of patients with vaccination dates that include ‘01’. Can we get the count and see if their recovery timelines differ from others?"
medium_r0068,medium,68,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""LAB_DATA"": {""value"": "".*Ma.*""}}}]}}}","When records show values matching pattern '.*Ma.*', what do others report as their follow-up outcomes?","When records show values matching pattern '.*Ma.*', what do others report as their follow-up outcomes?","In the context of analyzing As a physician seeing cases of examination results pattern .*Ma.*, how many patients match these criteria and what were their results?, could this reflect an underlying systematic issue within certain subgroups or treatments?","Data analysis shows several lab entries with values matching the pattern ‘Ma’. What’s the distribution of these cases, and are there any noticeable trends in patient outcomes?"
medium_r0069,medium,69,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""CUR_ILL"": {""value"": "".*Pf.*""}}}]}}}","Having seen values matching pattern '.*Pf.*', I'm curious about similar records and their typical outcomes?","Having seen values matching pattern '.*Pf.*', I'm curious about similar records and their typical outcomes?","In reviewing events tied to I experienced current illness pattern .*Pf.*. Are there others like me and what were their outcomes?, are there clear indications that suggest a broader systemic documentation challenge?",We’re tracking patients with current illnesses that include ‘Pf’ in their notes. Can we review those cases and see how they progressed?
medium_r0070,medium,70,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""ER_VISIT"": {""value"": "".*Y.*""}}}]}}}","When records show values matching pattern '.*Y.*', what do others report as their follow-up outcomes?","When records show values matching pattern '.*Y.*', what do others report as their follow-up outcomes?","With cases related to As a physician seeing cases of ER record pattern .*Y.*, how many patients match these criteria and what were their results?, have there been identifiable differences across facilities or patient demographics?","Among patients with Emeregecy Room visits, how many experienced complications or recovery? Are there differences based on demographics or treatment locations?"
medium_r0071,medium,71,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""V_ADMINBY"": {""value"": "".*SC.*""}}}]}}}","Looking at reports of values matching pattern '.*SC.*', could you show how many there are and what happened to those patients?","Looking at reports of values matching pattern '.*SC.*', could you show how many there are and what happened to those patients?","Considering the records associated with A family member showed v adminby pattern .*SC.*. Could you look up comparable cases and their follow-up?, might we detect patterns indicating previously unreported clinical phenomena?","My relative’s vaccine was recorded with an administration code including ‘SC’. Are there other similar cases, and how did those patients fare afterward?"
medium_r0072,medium,72,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""VAX_TYPE"": {""value"": "".*HE.*""}}}]}}}","After experiencing values matching pattern '.*HE.*', I wonder how many others had similar cases and what their outcomes were?","After experiencing values matching pattern '.*HE.*', I wonder how many others had similar cases and what their outcomes were?","In reviewing events tied to I analyzing entries with current vaccine type pattern .*HE.*. Please retrieve those records for deeper insights., are there clear indications that suggest a broader systemic documentation challenge?","For patients given vaccines with a type code containing ‘HE’, what do their follow-up records show? Are there any patterns in recovery or side effects?"
medium_r0073,medium,73,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""VAX_NAME"": {""value"": "".*RS.*""}}}]}}}",I noticed values matching pattern '.*RS.*' in some reports; how common is this and what were the hospital stays or results?,My friend mentioned that they noticed values matching pattern '.*RS.*' in some reports; how common is this and what were the hospital stays or results?,"With cases related to I experienced vax name pattern .*RS.*. Are there others like me and what were their outcomes?, have there been identifiable differences across facilities or patient demographics?",My friend noticed some reports showing vaccine names with ‘RS’ in them. Do we know how common these cases are and what happened to those patients afterward?
medium_r0074,medium,74,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""OTHER_MEDS"": {""value"": "".*OX.*""}}}]}}}","After experiencing values matching pattern '.*OX.*', I wonder how many others had similar cases and what their outcomes were?","After experiencing values matching pattern '.*OX.*', I wonder how many others had similar cases and what their outcomes were?","For data entries connected to I reporting on incidents of other medications pattern .*OX.*. Can you provide examples and their key examination results?, could there be previously unnoticed demographic or clinical correlations?","For data entries connected to I reporting on incidents of other medications pattern .*OX.*. Can you provide examples and their key examination results?, could there be previously unnoticed demographic or clinical correlations?"
medium_r0075,medium,75,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""DIED"": {""value"": "".*Y.*""}}}]}}}",I noticed values matching pattern '.*Y.*' in some reports; how common is this and what were the hospital stays or results?,Hospital records show individuals who noticed values matching pattern '.*Y.*' in some reports; how common is this and what were the hospital stays or results?,"With cases related to I analyzing entries with died after treatment pattern .*Y.*. Please retrieve those records for deeper insights., have there been identifiable differences across facilities or patient demographics?",Our records show some patients marked as deceased after treatment. Can we get a count of these cases and analyze their hospital stay durations or outcomes?
medium_r0076,medium,76,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""OTHER_MEDS"": {""value"": "".*Le.*""}}}]}}}","In reviewing cases where values matching pattern '.*Le.*', could you list the matching records and what happened next?","In reviewing cases where values matching pattern '.*Le.*', could you list the matching records and what happened next?","Upon reviewing patient records referencing A family member showed other medications pattern .*Le.*. Could you look up comparable cases and their follow-up?, can we find a specific trend or anomaly that warrants deeper investigation?","Upon reviewing patient records referencing A family member showed other medications pattern ""Le"". Could you look up comparable cases and their follow-up?, can we find a specific trend or anomaly that warrants deeper investigation?"
medium_r0077,medium,77,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""V_FUNDBY"": {""value"": "".*PU.*""}}}]}}}","After experiencing values matching pattern '.*PU.*', I wonder how many others had similar cases and what their outcomes were?","After experiencing values matching pattern '.*PU.*', I wonder how many others had similar cases and what their outcomes were?","With cases related to I experienced v fundby pattern .*PU.*. Are there others like me and what were their outcomes?, have there been identifiable differences across facilities or patient demographics?","In reviewing cases funded by sources matching ‘PU’, can we identify any trends or differences in patient outcomes across different facilities or populations?"
medium_r0078,medium,78,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""PRIOR_VAX"": {""value"": "".*20.*""}}}]}}}","Having seen values matching pattern '.*20.*', I'm curious about similar records and their typical outcomes?","Having seen values matching pattern '.*20.*', I'm curious about similar records and their typical outcomes?","Given the context involving My friend has prior vaccinations pattern .*20.*. Can you find similar records and share their confirmation of recovery or not?, are there identifiable factors contributing to unexpected health outcomes in recent reports?","My patient’s history shows a prior vaccine event with ‘20’ in the description. Are there others like this, and how did their recoveries progress?"
medium_r0079,medium,79,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""ALLERGIES"": {""value"": "".*Sh.*""}}}]}}}","When records show values matching pattern '.*Sh.*', what do others report as their follow-up outcomes?","When records show values matching pattern '.*Sh.*', what do others report as their follow-up outcomes?","When considering records mentioning I reporting on incidents of allergies pattern .*Sh.*. Can you provide examples and their key examination results?, have patterns emerged that might signal a procedural or documentation anomaly?","When reviewing allergy incidents with descriptions containing ‘Sh’, what kinds of results or complications have been documented in these patients?"
medium_r0080,medium,80,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""ALLERGIES"": {""value"": "".*Al.*""}}}]}}}","Having seen values matching pattern '.*Al.*', I'm curious about similar records and their typical outcomes?","Having seen values matching pattern '.*Al.*', I'm curious about similar records and their typical outcomes?","In reviewing events tied to As a physician seeing cases of allergies pattern .*Al.*, how many patients match these criteria and what were their results?, are there clear indications that suggest a broader systemic documentation challenge?","We’re analyzing allergy data with records matching the pattern ‘Al’. Can you provide examples, their distribution, and if there are any patterns suggesting inconsistencies or clinical trends?"
medium_r0081,medium,81,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""PRIOR_VAX"": {""value"": "".*le.*""}}}]}}}","Seeing values matching pattern '.*le.*' noted, could you pull up all such entries and show their outcomes?","Seeing values matching pattern '.*le.*' noted, could you pull up all such entries and show their outcomes?","Upon reviewing patient records referencing My friend has prior vaccinations pattern .*le.*. Can you find similar records and share their confirmation of recovery or not?, can we find a specific trend or anomaly that warrants deeper investigation?","While reviewing prior vaccination data, I found records matching the pattern ‘le’. Could you analyze these and see if any unusual patterns or anomalies show up?"
medium_r0082,medium,82,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""OTHER_MEDS"": {""value"": "".*Am.*""}}}]}}}",There's an instance of values matching pattern '.*Am.*' Can you find all similar cases and summarize their results?,There's an instance of values matching pattern '.*Am.*' Can you find all similar cases and summarize their results?,"For data entries connected to My friend has other medications pattern .*Am.*. Can you find similar records and share their confirmation of recovery or not?, could there be previously unnoticed demographic or clinical correlations?",Our team uses custom filters to flag medication patterns like ‘Am’. Could you retrieve all matching records and share any notable outcomes or trends?
medium_r0083,medium,83,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""L_THREAT"": {""value"": "".*Y.*""}}}]}}}","After experiencing values matching pattern '.*Y.*', I wonder how many others had similar cases and what their outcomes were?","After experiencing values matching pattern '.*Y.*', I wonder how many others had similar cases and what their outcomes were?","Looking at instances involving I help a patient who had life threat pattern .*Y.*. Could you pull up similar cases and lengths of hospital stays?, what explanations might account for observed variations in clinical reporting?","Looking at records marked as life-threatenings, are there variations in how these cases are reported or differences in outcomes across demographics or facilities?"
medium_r0084,medium,84,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""OFC_VISIT"": {""value"": "".*Y.*""}}}]}}}",I've come across entries with values matching pattern '.*Y.*'. Can we see how frequently this occurs and any results?,My neighbor reported they come across entries with values matching pattern '.*Y.*'. Can we see how frequently this occurs and any results?,"For data entries connected to I analyzing entries with office visit record pattern .*Y.*. Please retrieve those records for deeper insights., could there be previously unnoticed demographic or clinical correlations?",My neighbor mentioned seeing a lot of office visits in recent reports. Could you tell us how common these are and what happened to those patient
medium_r0085,medium,85,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""L_THREAT"": {""value"": "".*Y.*""}}}]}}}","In reviewing cases where values matching pattern '.*Y.*', could you list the matching records and what happened next?","In reviewing cases where values matching pattern '.*Y.*', could you list the matching records and what happened next?","Looking at instances involving I help a patient who had life threat pattern .*Y.*. Could you pull up similar cases and lengths of hospital stays?, what explanations might account for observed variations in clinical reporting?","In going through records where life threats, can we see how many patients match this and what their recovery or complications were? Are there reporting differences we should consider?"
medium_r0086,medium,86,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""SYMPTOM_TEXT"": {""value"": "".*I .*""}}}]}}}",There's an instance of values matching pattern '.*I .*' Can you find all similar cases and summarize their results?,There's an instance of values matching pattern '.*I .*' Can you find all similar cases and summarize their results?,"Given the context involving My friend has description of patient pattern .*I .*. Can you find similar records and share their confirmation of recovery or not?, are there identifiable factors contributing to unexpected health outcomes in recent reports?",The team wants to see all cases where symptoms include the word ‘I’. Can you retrieve those and share what happened to those patients?
medium_r0087,medium,87,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""TODAYS_DATE"": {""value"": "".*09.*""}}}]}}}","Looking at reports of values matching pattern '.*09.*', could you show how many there are and what happened to those patients?","Looking at reports of values matching pattern '.*09.*', could you show how many there are and what happened to those patients?","Given the context involving I reporting on incidents of todays date pattern .*09.*. Can you provide examples and their key examination results?, are there identifiable factors contributing to unexpected health outcomes in recent reports?",There are entries where the report date includes ‘09’. Could you show how many of these cases exist and what happened to the patients involved?
medium_r0088,medium,88,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""HISTORY"": {""value"": "".*My.*""}}}]}}}",I found records with values matching pattern '.*My.*'. Please retrieve all matching cases and share their results?,Health records indicate cases where found records with values matching pattern '.*My.*'. Please retrieve all matching cases and share their results?,"In the context of analyzing My friend has medical history pattern .*My.*. Can you find similar records and share their confirmation of recovery or not?, could this reflect an underlying systematic issue within certain subgroups or treatments?",My relative’s records mention ‘My’ in their medical history. Could we see other cases like this and what their health results were? Could this indicate any broader health concerns?
medium_r0089,medium,89,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""ER_ED_VISIT"": {""value"": "".*Y.*""}}}]}}}","Seeing values matching pattern '.*Y.*' noted, could you pull up all such entries and show their outcomes?","Seeing values matching pattern '.*Y.*' noted, could you pull up all such entries and show their outcomes?","When considering records mentioning I cared for a patient with ER/ED record pattern .*Y.*. How often does this occur and what follow-up was noted?, have patterns emerged that might signal a procedural or documentation anomaly?","Records show several patients with emergency room/ emergency department visits. How frequently does this happen, and what are the typical follow-up results? Are there any unusual patterns in how these visits are documented?"
medium_r0090,medium,90,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""VAX_TYPE"": {""value"": "".*ME.*""}}}]}}}","Having seen values matching pattern '.*ME.*', I'm curious about similar records and their typical outcomes?","Having seen values matching pattern '.*ME.*', I'm curious about similar records and their typical outcomes?","In analyzing cases linked to As a physician seeing cases of current vaccine type pattern .*ME.*, how many patients match these criteria and what were their results?, is there any indication of systemic inconsistencies or categorization errors?",There are several patients who received vaccines labeled with ‘ME’. Can we look at their records to see how they fared afterward and if there are any notable patterns?
medium_r0091,medium,91,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""VAX_TYPE"": {""value"": "".*HP.*""}}}]}}}",I noticed values matching pattern '.*HP.*' in some reports; how common is this and what were the hospital stays or results?,We've received reports about patients who noticed values matching pattern '.*HP.*' in some reports; how common is this and what were the hospital stays or results?,"For data entries connected to I cared for a patient with current vaccine type pattern .*HP.*. How often does this occur and what follow-up was noted?, could there be previously unnoticed demographic or clinical correlations?","I’ve seen several cases where the vaccine type includes ‘HP’. How frequently does this happen, and what kind of hospital stays or recovery outcomes are reported?"
medium_r0092,medium,92,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""RECVDATE"": {""value"": "".*01.*""}}}]}}}","Having seen values matching pattern '.*01.*', I'm curious about similar records and their typical outcomes?","Having seen values matching pattern '.*01.*', I'm curious about similar records and their typical outcomes?","In analyzing cases linked to I cared for a patient with date received vaccine pattern .*01.*. How often does this occur and what follow-up was noted?, is there any indication of systemic inconsistencies or categorization errors?","When looking at vaccine records with received dates including ‘01’, how many cases show up, and what are the typical patient outcomes? Are there any data inconsistencies we should be aware of?"
medium_r0093,medium,93,regexp,"{""query"": {""bool"": {""filter"": [{""regexp"": {""VAX_NAME"": {""value"": "".*PN.*""}}}]}}}",I noticed values matching pattern '.*PN.*' in some reports; how common is this and what were the hospital stays or results?,My mother recently noticed values matching pattern '.*PN.*' in some reports; how common is this and what were the hospital stays or results?,"When considering records mentioning I cared for a patient with vax name pattern .*PN.*. How often does this occur and what follow-up was noted?, have patterns emerged that might signal a procedural or documentation anomaly?","I’ve cared for patients who received vaccines with names including ‘PN.’ How often do these cases show up, and what kind of follow-up care or results were recorded? Are there any patterns that might suggest a documentation issue?"
medium_r0094,medium,94,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""STATE"": {""value"": ""VI""}}}, {""prefix"": {""ONSET_DATE"": {""value"": ""07/""}}}]}}}",There's an instance of VI and values starting with '07/' Can you find all similar cases and summarize their results?,There's an instance of VI and values starting with '07/' Can you find all similar cases and summarize their results?,"Upon reviewing patient records referencing I'm reviewing medication cases exhibiting patient from = VI and onset date 07/. What outcomes are documented?, can we find a specific trend or anomaly that warrants deeper investigation?","While reviewing patient records, I noticed cases from the Virgin Islands where the illness started in July. What outcomes have been documented for these patients? Are there any trends or unusual findings we should look into?"
medium_r0095,medium,95,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""ONSET_DATE"": {""value"": ""11/23/2021""}}}, {""prefix"": {""VAX_ROUTE"": {""value"": ""IN""}}}]}}}","Having seen 11/23/2021 and values starting with 'IN', I'm curious about similar records and their typical outcomes?","Having seen 11/23/2021 and values starting with 'IN', I'm curious about similar records and their typical outcomes?","In analyzing cases linked to I experienced onset date = 11/23/2021 and vax route IN. Are there others like me and what were their outcomes?, is there any indication of systemic inconsistencies or categorization errors?","There are entries showing an onset date of 11/23/2021 and vaccine routes beginning with ‘IN’. How common are these, and what typically happened to those patients?"
medium_r0096,medium,96,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""RECOVD"": {""value"": ""Y""}}}, {""prefix"": {""STATE"": {""value"": ""AS""}}}]}}}","Seeing Y and values starting with 'AS' noted, could you pull up all such entries and show their outcomes?","Seeing Y and values starting with 'AS' noted, could you pull up all such entries and show their outcomes?","In the context of analyzing A family member showed recovery status = Y and patient from AS. Could you look up comparable cases and their follow-up?, could this reflect an underlying systematic issue within certain subgroups or treatments?","There are patients from states beginning with ‘AS’ who recovered. How many such cases are there, and what follow-up information is available?"
medium_r0097,medium,97,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""RECOVD"": {""value"": ""U""}}}, {""prefix"": {""HOSPITAL"": {""value"": ""Y""}}}]}}}","Looking at reports of U and values starting with 'Y', could you show how many there are and what happened to those patients?","Looking at reports of U and values starting with 'Y', could you show how many there are and what happened to those patients?","In reviewing events tied to A family member showed recovery status = U and hospital record Y. Could you look up comparable cases and their follow-up?, are there clear indications that suggest a broader systemic documentation challenge?","Looking at patients with unknown recovery status who were hospitalized, are there any patterns or documentation issues worth investigating?"
medium_r0098,medium,98,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""SEX"": {""value"": ""M""}}}, {""prefix"": {""OFC_VISIT"": {""value"": ""Y""}}}]}}}","Looking at reports of M and values starting with 'Y', could you show how many there are and what happened to those patients?","Looking at reports of M and values starting with 'Y', could you show how many there are and what happened to those patients?","In the context of analyzing As a physician seeing cases of sex of patient = M and office visit record Y, how many patients match these criteria and what were their results?, could this reflect an underlying systematic issue within certain subgroups or treatments?","I’m interested in cases involving male patients who had follow-up office visits. How frequent are these, and what were the results?"
medium_r0099,medium,99,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""CUR_ILL"": {""value"": ""None that I can think of at the moment""}}}, {""prefix"": {""OFC_VISIT"": {""value"": ""Y""}}}]}}}",I noticed None that I can think of at the moment and values starting with 'Y' in some reports; how common is this and what were the hospital stays or results?,My friend mentioned that they noticed None that I can think of at the moment and values starting with 'Y' in some reports; how common is this and what were the hospital stays or results?,"In the context of analyzing I cared for a patient with current illness = None that I can think of at the moment and office visit record Y. How often does this occur and what follow-up was noted?, could this reflect an underlying systematic issue within certain subgroups or treatments?","Patient services track appointment types monthly, noting those with office visits. Can you provide a summary of cases where the current illness is ‘None that I can think of at the moment’ and an office visit occurred?"
medium_r0100,medium,100,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""STATE"": {""value"": ""NM""}}}, {""prefix"": {""SYMPTOM_TEXT"": {""value"": ""Not""}}}]}}}",I noticed NM and values starting with 'Not' in some reports; how common is this and what were the hospital stays or results?,My friend mentioned that they noticed NM and values starting with 'Not' in some reports; how common is this and what were the hospital stays or results?,"In analyzing cases linked to I cared for a patient with patient from = NM and description of patient Not. How often does this occur and what follow-up was noted?, is there any indication of systemic inconsistencies or categorization errors?","A friend mentioned seeing records from New Mexico with symptom texts starting with ‘Not.’ How frequently do these occur, and what follow-up results were recorded?"
medium_r0101,medium,101,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""V_ADMINBY"": {""value"": ""OTH""}}}, {""prefix"": {""SYMPTOM_TEXT"": {""value"": ""I r""}}}]}}}",I noticed OTH and values starting with 'I r' in some reports; how common is this and what were the hospital stays or results?,One of my colleagues encountered a patient who noticed OTH and values starting with 'I r' in some reports; how common is this and what were the hospital stays or results?,"Considering the records associated with As a physician seeing cases of v adminby = OTH and description of patient I r, how many patients match these criteria and what were their results?, might we detect patterns indicating previously unreported clinical phenomena?","A colleague mentioned a patient with vaccine administration marked ‘OTH’ and symptoms beginning with ‘I r.’ How often does this combination appear, and what follow-up results were recorded?"
medium_r0102,medium,102,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""TODAYS_DATE"": {""value"": ""07/07/2023""}}}, {""prefix"": {""RECVDATE"": {""value"": ""07/""}}}]}}}",There's an instance of 07/07/2023 and values starting with '07/' Can you find all similar cases and summarize their results?,There's an instance of 07/07/2023 and values starting with '07/' Can you find all similar cases and summarize their results?,"For data entries connected to I experienced todays date = 07/07/2023 and date received vaccine 07/. Are there others like me and what were their outcomes?, could there be previously unnoticed demographic or clinical correlations?","Reviewing cases with today’s date as 07/07/2023 and vaccine received dates in July, are there others like this? What outcomes were recorded, and do any demographic or clinical patterns stand out?"
medium_r0103,medium,103,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""SPLTTYPE"": {""value"": ""USPFIZER INC202300306802""}}}, {""prefix"": {""ONSET_DATE"": {""value"": ""02/""}}}]}}}","Looking at reports of USPFIZER INC202300306802 and values starting with '02/', could you show how many there are and what happened to those patients?","Looking at reports of USPFIZER INC202300306802 and values starting with '02/', could you show how many there are and what happened to those patients?","When considering records mentioning I help a patient who had splttype = USPFIZER INC202300306802 and onset date 02/. Could you pull up similar cases and lengths of hospital stays?, have patterns emerged that might signal a procedural or documentation anomaly?","Looking into reports tied to the vaccine batch ‘USPFIZER INC202300306802’ with onset dates in February, how many cases are there and what were the outcomes?"
medium_r0104,medium,104,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_LOT"": {""value"": ""056A22A""}}}, {""prefix"": {""RECVDATE"": {""value"": ""06/""}}}]}}}",I've come across entries with 056A22A and values starting with '06/'. Can we see how frequently this occurs and any results?,The medical center has documented patients that come across entries with 056A22A and values starting with '06/'. Can we see how frequently this occurs and any results?,"Upon reviewing patient records referencing I help a patient who had vaccine lot number = 056A22A and date received vaccine 06/. Could you pull up similar cases and lengths of hospital stays?, can we find a specific trend or anomaly that warrants deeper investigation?","While reviewing patient data, I saw several with vaccine lot 056A22A and received date in June. Could you find similar cases and summarize their hospital stays or follow-up?"
medium_r0105,medium,105,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""HOSPITAL"": {""value"": ""Y""}}}, {""prefix"": {""ONSET_DATE"": {""value"": ""09/""}}}]}}}","Seeing Y and values starting with '09/' noted, could you pull up all such entries and show their outcomes?","Seeing Y and values starting with '09/' noted, could you pull up all such entries and show their outcomes?","Given the context involving My friend has hospital record = Y and onset date 09/. Can you find similar records and share their confirmation of recovery or not?, are there identifiable factors contributing to unexpected health outcomes in recent reports?",A friend’s record shows hospital admission with onset date in September. Can you find similar cases and whether they recovered or not? Are there any patterns explaining unexpected outcomes?
medium_r0106,medium,106,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""RECVDATE"": {""value"": ""04/19/2023""}}}, {""prefix"": {""OFC_VISIT"": {""value"": ""Y""}}}]}}}",I've come across entries with 04/19/2023 and values starting with 'Y'. Can we see how frequently this occurs and any results?,My neighbor reported they come across entries with 04/19/2023 and values starting with 'Y'. Can we see how frequently this occurs and any results?,"Given the context involving I tracking occurrences of date received vaccine = 04/19/2023 and office visit record Y. Please map their distribution and counts by state., are there identifiable factors contributing to unexpected health outcomes in recent reports?",The clinic tracks follow-up office visits and flags them accordingly. Could you pull up all records with office visits on 04/19/2023 and summarize the results?
medium_r0107,medium,107,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_NAME"": {""value"": ""DT ADSORBED (NO BRAND NAME)""}}}, {""prefix"": {""SEX"": {""value"": ""M""}}}]}}}",I noticed DT ADSORBED (NO BRAND NAME) and values starting with 'M' in some reports; how common is this and what were the hospital stays or results?,One of my colleagues encountered a patient who noticed DT ADSORBED (NO BRAND NAME) and values starting with 'M' in some reports; how common is this and what were the hospital stays or results?,"In analyzing cases linked to My friend has vax name = DT ADSORBED (NO BRAND NAME) and sex of patient M. Can you find similar records and share their confirmation of recovery or not?, is there any indication of systemic inconsistencies or categorization errors?","Looking into cases where the vaccine is ‘DT ADSORBED (NO BRAND NAME)’ and the patient is male, can you share recovery rates and if there are any signs of inconsistencies or errors in reporting?"
medium_r0108,medium,108,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""ER_VISIT"": {""value"": ""Y""}}}, {""prefix"": {""DIED"": {""value"": ""Y""}}}]}}}","Looking at reports of Y and values starting with 'Y', could you show how many there are and what happened to those patients?","Looking at reports of Y and values starting with 'Y', could you show how many there are and what happened to those patients?","Considering the records associated with I analyzing entries with ER record = Y and died after treatment Y. Please retrieve those records for deeper insights., might we detect patterns indicating previously unreported clinical phenomena?",Quality teams track ER referrals quarterly. How many records indicate a patient visited the emergency room and subsequently died?
medium_r0109,medium,109,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""RECOVD"": {""value"": ""N""}}}, {""prefix"": {""RECOVD"": {""value"": ""Y""}}}]}}}","Having seen N and values starting with 'Y', I'm curious about similar records and their typical outcomes?","Having seen N and values starting with 'Y', I'm curious about similar records and their typical outcomes?","For data entries connected to I'm reviewing medication cases exhibiting recovery status = N and recovery status Y. What outcomes are documented?, could there be previously unnoticed demographic or clinical correlations?","I want to find all records where the recovery status is either not recovered or starts with ‘Y’.  Then, could you help me compare their outcomes to see if there are any patterns or differences?"
medium_r0110,medium,110,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""ER_ED_VISIT"": {""value"": ""Y""}}}, {""prefix"": {""DISABLE"": {""value"": ""Y""}}}]}}}","After experiencing Y and values starting with 'Y', I wonder how many others had similar cases and what their outcomes were?","After experiencing Y and values starting with 'Y', I wonder how many others had similar cases and what their outcomes were?","Looking at instances involving I analyzing entries with ER/ED record = Y and disability status Y. Please retrieve those records for deeper insights., what explanations might account for observed variations in clinical reporting?","“I’m looking into cases where patients had an emergency room/ department visit and were also recorded as having a disability. How many such cases are there, and what were their outcomes? Are there any patterns or explanations for differences in the reported results?”"
medium_r0111,medium,111,term + prefix,"{""query"": {""bool"": {""filter"": [{""term"": {""VAX_ROUTE"": {""value"": ""SC""}}}, {""prefix"": {""OFC_VISIT"": {""value"": ""Y""}}}]}}}","Having seen SC and values starting with 'Y', I'm curious about similar records and their typical outcomes?","Having seen SC and values starting with 'Y', I'm curious about similar records and their typical outcomes?","With cases related to I tracking occurrences of vax route = SC and office visit record Y. Please map their distribution and counts by state., have there been identifiable differences across facilities or patient demographics?","I’m looking into cases where the vaccine was given subcutaneously and there was a recorded office visit afterward. How common are these cases, and what were the typical outcomes? Are there any noticeable differences based on location or patient groups?"
