template_id,difficulty,source_row,combination,query,question,rephrase,narrative_question
hard_r0394,hard,394,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""V_FUNDBY"": [""UNK"", ""PVT"", ""OTH""]}}, {""query_string"": {""query"": ""*""}}]}}}","I noticed records UNK, PVT, OTH and query any. Could you retrieve all matching entries and their outcomes?","From my perspective, Instances where v fundby in (UNK, PVT, OTH) appeared Could you map their distribution by state and count how many recovered?","Entries where the vaccine funding source is unknown, private, or other have been noted. From my perspective, could you map their distribution by state and count how many patients recovered? Examining this data may reveal correlations with specific vaccine manufacturers or lot numbers, and cross-referencing these variables could help identify meaningful patterns."
hard_r0395,hard,395,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""VAX_SITE"": [""LL"", ""RA"", ""MO""]}}, {""query_string"": {""query"": ""*""}}]}}}","Entries LL, RA, MO and query any caught my attention. Could you show these instances and what happened?","As a health analyst, In reviewing cases with vaccination site in (LL, RA, MO), what does the lab data and other meds say about patient recovery?","Finding As a health analyst, entries with vaccination sites at LL, RA, or MO have caught my attention. I want to review these cases to understand what the lab data and other medications indicate about patient recovery. Comparing these instances across facilities could uncover classification inconsistencies and reveal meaningful patterns."
hard_r0396,hard,396,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""DIED"": [""Y""]}}, {""query_string"": {""query"": ""*""}}]}}}",Entries Y and query any caught my attention. Could you show these instances and what happened?,"As someone researching this, Instances where died after treatment in (Y) appeared Could you map their distribution by state and count how many recovered?",Data associated with my research shows instances where patients died after treatment. I want to map these cases by state and see how many recovered. Summarizing their hospitalization outcomes might uncover hidden subgroups with distinct recovery trajectories.
hard_r0397,hard,397,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""ONSET_DATE"": [""06/14/2022"", ""12/24/2021"", ""04/30/2021""]}}, {""query_string"": {""query"": ""*""}}]}}}","When data indicates 06/14/2022, 12/24/2021, 04/30/2021 and query any, what are the matching records and their follow-up?","Speaking for affected families, When symptom onset date in (06/14/2022, 12/24/2021, 04/30/2021) occurs, what do the follow-up data say about patient outcomes?","As an analyst, I’m reviewing cases where symptom onset occurred on 06/14/2022, 12/24/2021, or 04/30/2021. I want to examine the follow-up data to understand patient outcomes and see if analyzing these timelines reveals any patterns in recovery or complications."
hard_r0398,hard,398,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""VAX_DATE"": [""01/13/2022"", ""03/08/2016"", ""01/03/2022""]}}, {""query_string"": {""query"": ""*""}}]}}}","When data indicates 01/13/2022, 03/08/2016, 01/03/2022 and query any, what are the matching records and their follow-up?","Speaking as a patient advocate, There are reports showing vaccine date in (01/13/2022, 03/08/2016, 01/03/2022). How many are there and what outcomes did they have?","Occurrence of reports with vaccine dates 01/13/2022, 03/08/2016, or 01/03/2022. How many cases were recorded, what were their outcomes, and do age or demographic differences reveal patterns in recovery or complications?"
hard_r0399,hard,399,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""ER_VISIT"": [""Y""]}}, {""query_string"": {""query"": ""*""}}]}}}","When data indicates Y and query any, what are the matching records and their follow-up?","As a clinician, Entries with ER visit record in (Y) have been flagged. Please retrieve those and note any prior vaccinations or allergies.",Documenting cases with ER visits. Retrieve these instances and include any prior vaccinations or allergies. Comparing these events with other occurrences could reveal patterns. Could analyzing related symptoms provide useful insights?
hard_r0400,hard,400,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""VAX_NAME"": [""INFLUENZA (SEASONAL) (FLUENZ TETRA)"", ""SMALLPOX (ACAM2000)"", ""INFLUENZA (SEASONAL) (FLUCELVAX QUADRIVALENT)""]}}, {""query_string"": {""query"": ""*""}}]}}}","When data indicates INFLUENZA (SEASONAL) (FLUENZ TETRA), SMALLPOX (ACAM2000), INFLUENZA (SEASONAL) (FLUCELVAX QUADRIVALENT) and query any, what are the matching records and their follow-up?","From my perspective, Records indicate vax name in (INFLUENZA (SEASONAL) (FLUENZ TETRA), SMALLPOX (ACAM2000), INFLUENZA (SEASONAL) (FLUCELVAX QUADRIVALENT)). How often did these lead to life-threatening events or death?","Case labeled with influenza seasonal vaccines Fluz Tetra, FluCelvax Quadrivalent, or smallpox vaccine Acam2000. Retrieve these instances and summarize any severe outcomes including life-threatening events or death. Comparing these cases across the dataset could reveal reporting patterns. Could aggregating these records help assess consistency in documentation?"
hard_r0401,hard,401,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""SPLTTYPE"": [""USPFIZER INC202300080141"", ""USGSKUS2023018190"", ""USPFIZER INC202300135810""]}}, {""query_string"": {""query"": ""*""}}]}}}","Reports show entries USPFIZER INC202300080141, USGSKUS2023018190, USPFIZER INC202300135810 and query any. Can you list these cases and summarize results?","As a health analyst, There are reports showing splttype in (USPFIZER INC202300080141, USGSKUS2023018190, USPFIZER INC202300135810). How many are there and what outcomes did they have?","Investigating records with vaccine lot numbers USPFIZER INC202300080141, USGSKUS2023018190, or USPFIZER INC202300135810. Retrieve these instances and summarize outcomes including ER visits and hospitalizations. Analysis could reveal links to severe adverse events."
hard_r0402,hard,402,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""DISABLE"": [""Y""]}}, {""query_string"": {""query"": ""*""}}]}}}",Entries Y and query any caught my attention. Could you show these instances and what happened?,"As someone researching this, When disability status in (Y) occurs, what do the follow-up data say about patient outcomes?",Reviewing records with confirmed disability. Could you show all instances and summarize follow-up outcomes? Analyzing patient age and location may reveal meaningful trends.
hard_r0403,hard,403,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""PRIOR_VAX"": [""After I received my 4th dose of Pfizer vaccine, I had a body rash that lasted about two weeks."", ""2nd shingles vaccine, I got a bad reaction. I woke up with a fever, chills, and aches. I couldn't walk or get out of bed for a d"", ""Throughout adult life: all similar symptoms as this event to vaccines varying from influenza to covid to HPV""]}}, {""query_string"": {""query"": ""*""}}]}}}","I noticed records After I received my 4th dose of Pfizer vaccine, I had a body rash that lasted about two weeks., 2nd shingles vaccine, I got a bad reaction. I woke up with a fever, chills, and aches. I couldn't walk or get out of bed for a d, Throughout adult life: all similar symptoms as this event to vaccines varying from influenza to covid to HPV and query any. Could you retrieve all matching entries and their outcomes?","As a health analyst, In reviewing cases with prior vaccinations in (After I received my 4th dose of Pfizer vaccine, I had a body rash that lasted about two weeks., 2nd shingles vaccine, I got a bad reaction. I woke up with a fever, chills, and aches. I couldn't walk or get out of bed for a d, Throughout adult life: all similar symptoms as this event to vaccines varying from influenza to covid to HPV), what does the lab data and other meds say about patient recovery?","Investigating records with prior vaccinations showing significant reactions such as a rash after the 4th Pfizer dose, severe reactions after the 2nd shingles vaccine including fever, chills, and inability to move, or lifelong recurring reactions to vaccines including influenza, COVID, and HPV. Could you summarize the lab results and concurrent medications for these patients and analyze their recovery patterns? Compiling these records may help identify procedural or treatment-related factors."
hard_r0404,hard,404,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""LAB_DATA"": [""Saw ENT, had sinus CAT scan, as well as full CAT scan April 1, 2023."", ""08/04/2023: WBC 16.1, K 6.2 (per physician likely due to hemolysis), Ca 11.1, CO2 19. All other results from CBC, CMP, Mg were WNL. Parents declined repeat blood work."", ""Test Date: 2023; Test Name: COVID-19 Test; Test Result: Positive ; Comments: I am strongly positive; Test Date: 20230903; Test Name: COVID-19 Test; Test Result: Negative ; Comments: tested negative on day 5; Test Date: 20230908; Test Name: COVID-19 Test; Test Result: Positive ; Comments: strongly positive""]}}, {""query_string"": {""query"": ""*""}}]}}}","I've found records Saw ENT, had sinus CAT scan, as well as full CAT scan April 1, 2023., 08/04/2023: WBC 16.1, K 6.2 (per physician likely due to hemolysis), Ca 11.1, CO2 19. All other results from CBC, CMP, Mg were WNL. Parents declined repeat blood work., Test Date: 2023; Test Name: COVID-19 Test; Test Result: Positive ; Comments: I am strongly positive; Test Date: 20230903; Test Name: COVID-19 Test; Test Result: Negative ; Comments: tested negative on day 5; Test Date: 20230908; Test Name: COVID-19 Test; Test Result: Positive ; Comments: strongly positive and query any. Please pull up similar cases and their details.","As someone researching this, I noticed records where examination results in (Saw ENT, had sinus CAT scan, as well as full CAT scan April 1, 2023., 08/04/2023: WBC 16.1, K 6.2 (per physician likely due to hemolysis), Ca 11.1, CO2 19. All other results from CBC, CMP, Mg were WNL. Parents declined repeat blood work., Test Date: 2023; Test Name: COVID-19 Test; Test Result: Positive ; Comments: I am strongly positive; Test Date: 20230903; Test Name: COVID-19 Test; Test Result: Negative ; Comments: tested negative on day 5; Test Date: 20230908; Test Name: COVID-19 Test; Test Result: Positive ; Comments: strongly positive). Could you pull up those cases and tell me what happened afterward?","As someone researching this, I came across patient records showing detailed examination results, including an ENT consultation with sinus and full-body CAT scans on April 1, 2023, blood work on August 4, 2023, revealing elevated WBC and potassium levels likely due to hemolysis while other values remained normal, and a series of COVID-19 tests in 2023 with results fluctuating from strongly positive to negative and back to positive. Investigating what occurred with these patients afterward, including any follow-up care or treatments, could help identify patterns in symptom progression, recovery, and potential associations with vaccine types or lot numbers."
hard_r0405,hard,405,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""VAX_DOSE_SERIES"": [""2"", ""UNK"", ""4""]}}, {""query_string"": {""query"": ""*""}}]}}}","Reports show entries 2, UNK, 4 and query any. Can you list these cases and summarize results?","As a health analyst, Instances where vaccine dose series in (2, UNK, 4) appeared Could you map their distribution by state and count how many recovered?","As a health analyst, I noticed records where patients received different vaccine dose series, including the second dose, unknown doses, or the fourth dose. Examining the distribution of these cases across states and identifying how many patients recovered could reveal patterns in outcomes, highlight inconsistencies in reporting, and provide insight into how different facilities manage follow-up care."
hard_r0406,hard,406,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""SPLTTYPE"": [""USPFIZER INC202300064976"", ""USPFIZER INC202300018445"", ""USPFIZER INC202300252223""]}}, {""query_string"": {""query"": ""*""}}]}}}","I've found records USPFIZER INC202300064976, USPFIZER INC202300018445, USPFIZER INC202300252223 and query any. Please pull up similar cases and their details.","Speaking as a patient advocate, Records indicate splttype in (USPFIZER INC202300064976, USPFIZER INC202300018445, USPFIZER INC202300252223). How often did these lead to life-threatening events or death?","Speaking as a patient advocate, I observed records where the vaccine split type included USPFIZER INC202300064976, USPFIZER INC202300018445, and USPFIZER INC202300252223. Reviewing these cases to understand how often they were associated with severe or life-threatening events, as well as summarizing hospitalization outcomes, could help uncover patterns in recovery trajectories and identify any subgroups with distinct clinical responses."
hard_r0407,hard,407,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""TODAYS_DATE"": [""08/30/2023"", ""05/25/2021"", ""09/23/2023""]}}, {""query_string"": {""query"": ""*""}}]}}}","Reports show entries 08/30/2023, 05/25/2021, 09/23/2023 and query any. Can you list these cases and summarize results?","As someone researching this, Some entries have todays date in (08/30/2023, 05/25/2021, 09/23/2023). Please find those and summarize their hospitalization and recovery info.","As an analyst reviewing the data, I noticed entries with today’s date listed as 08/30/2023, 05/25/2021, or 09/23/2023. Examining these cases in detail, including hospitalization and recovery information, could provide insights into symptom onset timelines and help clarify patterns in patient outcomes."
hard_r0408,hard,408,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""HISTORY"": [""CAD s/p CABG, Afib s/p PM, CHFpEF, HLD, HTN, CKD III, breast cancer w/ mets to liver"", ""PSVT"", ""Medical History/Concurrent Conditions: Depression; Rotator cuff repair""]}}, {""query_string"": {""query"": ""*""}}]}}}","When data indicates CAD s/p CABG, Afib s/p PM, CHFpEF, HLD, HTN, CKD III, breast cancer w/ mets to liver, PSVT, Medical History/Concurrent Conditions: Depression; Rotator cuff repair and query any, what are the matching records and their follow-up?","As a clinician, Iam interested in cases with medical history in (CAD s/p CABG, Afib s/p PM, CHFpEF, HLD, HTN, CKD III, breast cancer w/ mets to liver, PSVT, Medical History/Concurrent Conditions: Depression; Rotator cuff repair). Can you list them and detail any ER visits or hospital stay?","I noted the occurrence of medical histories including CAD s/p CABG, Afib s/p PM, CHFpEF, HLD, HTN, CKD III, breast cancer with liver metastases, PSVT, and conditions such as depression or prior rotator cuff repair. Examining these occurrences alongside ER visits and hospital stays could reveal patterns linked to demographics or treatment histories and help identify any differences in outcomes across age groups."
hard_r0409,hard,409,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""VAX_MANU"": [""BAVARIAN NORDIC"", ""SEQIRUS, INC."", ""MERCK & CO. INC.""]}}, {""query_string"": {""query"": ""*""}}]}}}","I've found records BAVARIAN NORDIC, SEQIRUS, INC., MERCK & CO. INC. and query any. Please pull up similar cases and their details.","As a health analyst, Entries with vaccine manufacturer in (BAVARIAN NORDIC, SEQIRUS, INC., MERCK & CO. INC.) have been flagged. Please retrieve those and note any prior vaccinations or allergies.","Documenting cases where the vaccine manufacturer is Bavarian Nordic, Seqirus, Inc., or Merck & Co. Inc., I explored these occurrences along with prior vaccinations and allergy information to identify patterns of co-occurring events and potential correlations with patient outcomes."
hard_r0410,hard,410,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""ER_ED_VISIT"": [""Y""]}}, {""query_string"": {""query"": ""*""}}]}}}",Reports show entries Y and query any. Can you list these cases and summarize results?,"As someone researching this, There are reports showing ER/ED visit record in (Y). How many are there and what outcomes did they have?","Cases labeled as involving ER or ED visits were reviewed to determine the total occurrences and the outcomes that followed. Analyzing these instances may uncover reporting patterns or inconsistencies, and aggregating the data could help assess overall documentation consistency."
hard_r0411,hard,411,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""HISTORY"": [""high ebstein barre, low thyroid, tenidis, high iron in blood"", ""arthritis in hips"", ""mild rosacea""]}}, {""query_string"": {""query"": ""*""}}]}}}","I've found records high ebstein barre, low thyroid, tenidis, high iron in blood, arthritis in hips, mild rosacea and query any. Please pull up similar cases and their details.","As a clinician, Could you show me all instances of medical history in (high ebstein barre, low thyroid, tenidis, high iron in blood, arthritis in hips, mild rosacea) and their subsequent examination results?","Investigating records with a medical history of high Ebstein-Barr, low thyroid, tendinitis, high blood iron, arthritis in the hips, or mild rosacea, the follow-up examination results were reviewed to identify any patterns or severe adverse events. Examining ER visits and hospitalization occurrences among these cases may provide insights into potential risk factors and inform patient care strategies."
hard_r0412,hard,412,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""V_FUNDBY"": [""OTH"", ""PVT"", ""PUB""]}}, {""query_string"": {""query"": ""*""}}]}}}","Entries OTH, PVT, PUB and query any caught my attention. Could you show these instances and what happened?","Speaking as a patient advocate, Entries with v fundby in (OTH, PVT, PUB) have been flagged. Please retrieve those and note any prior vaccinations or allergies.","Reviewing cases where vaccine funding came from other sources, private entities, or public programs, the records were examined for prior vaccinations and allergies. Analyzing the age and location distributions among these entries may reveal meaningful patterns in patient outcomes and potential demographic trends."
hard_r0413,hard,413,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""OFC_VISIT"": [""Y""]}}, {""query_string"": {""query"": ""*""}}]}}}","When data indicates Y and query any, what are the matching records and their follow-up?","Speaking for affected families, Some entries have office visit record in (Y). Please find those and summarize their hospitalization and recovery info.","In reviewing cases with office visits, the records were examined to summarize subsequent hospital stays and recovery information. Compiling these entries could help identify patterns in patient outcomes and highlight potential procedural inconsistencies."
hard_r0414,hard,414,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""SEX"": [""M"", ""U"", ""F""]}}, {""query_string"": {""query"": ""*""}}]}}}","When data indicates M, U, F and query any, what are the matching records and their follow-up?","As someone researching this, Instances where sex of patient in (M, U, F) appeared Could you map their distribution by state and count how many recovered?","In examining cases with patient sex recorded as male, female, or unknown, the data were analyzed to map distributions across states and summarize recovery outcomes. Cross-referencing these entries with vaccine manufacturers or lot numbers could reveal patterns in patient responses."
hard_r0415,hard,415,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""SEX"": [""U"", ""F"", ""M""]}}, {""query_string"": {""query"": ""*""}}]}}}","I noticed records U, F, M and query any. Could you retrieve all matching entries and their outcomes?","Speaking as a patient advocate, Instances where sex of patient in (U, F, M) appeared Could you map their distribution by state and count how many recovered?","Examining records where patient sex was unknown, female, or male, the data were organized by state to understand geographic patterns. Recovery outcomes were summarized to see if certain regions showed differences, which could inform targeted follow-up or resource allocation."
hard_r0416,hard,416,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""L_THREAT"": [""Y""]}}, {""query_string"": {""query"": ""*""}}]}}}",Reports show entries Y and query any. Can you list these cases and summarize results?,"Speaking for affected families, Some entries have life-threatening condition in (Y). Please find those and summarize their hospitalization and recovery info.",Data associated with cases indicating life-threatening conditions were reviewed to summarize hospitalization details and recovery outcomes. Examining these records could reveal patterns in patient trajectories and highlight subgroups that experienced more severe courses. Summarizing the follow-up information may help identify factors influencing recovery and potential disparities in care.
hard_r0417,hard,417,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""query"": [""Myocardial necrosis marker"", ""Breath sounds absent"", ""Barium swallow normal""]}}, {""query_string"": {""query"": ""*""}}]}}}","Reports show entries Myocardial necrosis marker, Breath sounds absent, Barium swallow normal and query any. Can you list these cases and summarize results?","From my perspective, Could you show me all instances of symptom1 in (Myocardial necrosis marker, Breath sounds absent, Barium swallow normal) and their subsequent examination results?","From my perspective, cases presenting with symptoms such as myocardial necrosis marker, absent breath sounds, or normal barium swallow were reviewed to examine subsequent examination results. Analyzing these records may clarify timelines of symptom onset and reveal patterns in patient responses. Exploring these instances in detail could help identify correlations between initial presentation and follow-up outcomes."
hard_r0418,hard,418,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""DISABLE"": [""Y""]}}, {""query_string"": {""query"": ""*""}}]}}}",I noticed records Y and query any. Could you retrieve all matching entries and their outcomes?,"As a health analyst, Records indicate disability status in (Y). How often did these lead to life-threatening events or death?","As a health analyst, I reviewed cases where patients had a disability. Examining these records may reveal how often such conditions coincided with life-threatening events or death. Analyzing patterns across age groups and other demographics could provide insight into potential outcome disparities and help identify patient subgroups at higher risk."
hard_r0419,hard,419,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""RECOVD"": [""N"", ""Y"", ""U""]}}, {""query_string"": {""query"": ""*""}}]}}}","When data indicates N, Y, U and query any, what are the matching records and their follow-up?","From my perspective, Iam interested in cases with recovery status in (N, Y, U). Can you list them and detail any ER visits or hospital stay?","Documenting cases with varied recovery outcomes, I examined instances where patients were not recovered, recovered, or had unknown recovery status. Reviewing these records alongside ER visits and hospital stays may reveal patterns in co-occurring events. Analyzing correlations among symptoms, treatment responses, and recovery trajectories could provide actionable insights into patient outcomes."
hard_r0420,hard,420,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""HOSPITAL"": [""Y""]}}, {""query_string"": {""query"": ""*""}}]}}}",Entries Y and query any caught my attention. Could you show these instances and what happened?,"From my perspective, Instances where hospitalization record in (Y) appeared Could you map their distribution by state and count how many recovered?","Reviewing cases with hospitalization, I identified instances where patients were admitted. Mapping these occurrences by state and examining recovery counts could highlight trends or discrepancies in outcomes. Aggregating this information may also reveal patterns useful for assessing consistency in documentation across facilities."
hard_r0421,hard,421,terms + query_string,"{""query"": {""bool"": {""must"": [{""terms"": {""STATE"": [""MO"", ""NJ"", ""MI""]}}, {""query_string"": {""query"": ""*""}}]}}}","Reports show entries MO, NJ, MI and query any. Can you list these cases and summarize results?","As a health analyst, In reviewing cases with patient location in (MO, NJ, MI), what does the lab data and other meds say about patient recovery?","Looking at cases from Missouri, New Jersey, and Michigan, I focused on lab findings and other medications to assess how patients progressed after treatment. Comparing these details with ER visits and hospital stays could uncover patterns in recovery and indicate potential factors contributing to severe outcomes."
hard_r0422,hard,422,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""query"": ""Pregnancy with contraceptive device""}}, {""prefix"": {""SPLTTYPE"": {""value"": ""AR2""}}}, {""range"": {""HOSPDAYS"": {""gte"": 1.0, ""lte"": 1112.0}}}]}}}",Reports show entries containing 'Pregnancy with contraceptive device' and starting with 'AR2' and between 1.0 and 1112.0. Can you list these cases and summarize results?,"From my perspective, Some entries have symptom4 containing 'Pregnancy with contraceptive device' and splttype starting with AR2 and days in hospital between 1.0 and 1112.0. Please find those and summarize their hospitalization and recovery info.","In reviewing cases involving pregnancy with a contraceptive device, I examined patient demographics, focusing on age and location. Mapping these distributions could highlight trends in outcomes and identify populations that may experience longer hospital stays or unique recovery patterns."
hard_r0423,hard,423,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""VAX_NAME"": ""INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE)""}}, {""prefix"": {""ONSET_DATE"": {""value"": ""02/""}}}, {""range"": {""query"": {""gte"": 25.1, ""lte"": 25.200000000000003}}}]}}}",Entries containing 'INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE)' and starting with '02/' and between 25.1 and 25.2 caught my attention. Could you show these instances and what happened?,"As a clinician, I noticed records where vax name containing 'INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE)' and symptom onset date starting with 02/ and symptomversion1 between 25.1 and 25.200000000000003. Could you pull up those cases and tell me what happened afterward?","In reviewing cases involving the influenza seasonal vaccine (Fluzone High-Dose) with symptom onset in February and relevant lab values between 25.1 and 25.2, compiling these records could help identify patterns and potential procedural deviations, providing insight into underlying causes of adverse events."
hard_r0424,hard,424,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""ER_ED_VISIT"": ""Y""}}, {""prefix"": {""query"": {""value"": ""Gas""}}}, {""range"": {""FORM_VERS"": {""gte"": 1.0, ""lte"": 1.1}}}]}}}","When data indicates containing 'Y' and starting with 'Gas' and between 1.0 and 1.1, what are the matching records and their follow-up?","Speaking for affected families, Records indicate ER/ED visit record containing 'Y' and symptom1 starting with Gas and form vers between 1.0 and 1.1. How often did these lead to life-threatening events or death?","Reviewing cases with ER or ED visits where the report mentions “Gas” and form version between 1.0 and 1.1 could reveal patterns when cross-referenced with vaccine manufacturers or lot numbers, helping identify potential correlations in adverse events."
hard_r0425,hard,425,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""OFC_VISIT"": ""Y""}}, {""prefix"": {""V_FUNDBY"": {""value"": ""PVT""}}}, {""range"": {""VAERS_ID"": {""gte"": 0.0, ""lte"": 13401.1}}}]}}}",Entries containing 'Y' and starting with 'PVT' and between 0.0 and 13401.1 caught my attention. Could you show these instances and what happened?,"Speaking as a patient advocate, In reviewing cases with office visit record containing 'Y' and v fundby starting with PVT and ID of patient between 0.0 and 13401.1, what does the lab data and other meds say about patient recovery?",Analyzing records with office visits linked to private funding and IDs within the specified range may highlight inconsistencies in reporting and enable cross-facility comparisons for trends or anomalies.
hard_r0426,hard,426,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""SYMPTOM_TEXT"": ""Patient Received the 2nd dose of the Pfizer-BioNTech 6mo-4years after the BUD. Provider and mother are aware of the situation. Patient will repeat the second dose. No symptoms or signs were reported at the time of the vaccines or after.""}}, {""prefix"": {""DISABLE"": {""value"": ""Y""}}}, {""range"": {""CAGE_MO"": {""gte"": 0.0, ""lte"": 0.1}}}]}}}",Entries containing 'Patient Received the 2nd dose of the Pfizer-BioNTech 6mo-4years after the BUD. Provider and mother are aware of the situation. Patient will repeat the second dose. No symptoms or signs were reported at the time of the vaccines or after.' and starting with 'Y' and between 0.0 and 0.1 caught my attention. Could you show these instances and what happened?,"As someone researching this, I noticed records where symptom description containing 'Patient Received the 2nd dose of the Pfizer-BioNTech 6mo-4years after the BUD. Provider and mother are aware of the situation. Patient will repeat the second dose. No symptoms or signs were reported at the time of the vaccines or after.' and disability status starting with Y and cage mo between 0.0 and 0.1. Could you pull up those cases and tell me what happened afterward?","Data associated with patients who received the second dose of the Pfizer-BioNTech vaccine for ages 6 months to 4 years after the BUD, with no reported symptoms at the time or afterward and a noted disability, could reveal patterns in recovery and risk profiles. Summarizing hospitalization outcomes for these cases may help identify trends related to delayed dosing or underlying conditions."
hard_r0427,hard,427,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""query"": ""Hypovolaemia""}}, {""prefix"": {""VAX_DATE"": {""value"": ""02/""}}}, {""range"": {""NUMDAYS"": {""gte"": 0.0, ""lte"": 3706.5}}}]}}}",Reports show entries containing 'Hypovolaemia' and starting with '02/' and between 0.0 and 3706.5. Can you list these cases and summarize results?,"Speaking for affected families, Iam interested in cases with symptom1 containing 'Hypovolaemia' and vaccine date starting with 02/ and numdays between 0.0 and 3706.5. Can you list them and detail any ER visits or hospital stay?","As an analyst, observing cases labeled Hypovolaemia invites a closer examination of symptom onset timelines and recovery progression. Extracting these records could help reveal patterns in how quickly symptoms appear and resolve, potentially clarifying response trends across patients."
hard_r0428,hard,428,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""SEX"": ""F""}}, {""prefix"": {""TODAYS_DATE"": {""value"": ""03/""}}}, {""range"": {""query"": {""gte"": 25.1, ""lte"": 25.200000000000003}}}]}}}",Entries containing 'F' and starting with '03/' and between 25.1 and 25.2 caught my attention. Could you show these instances and what happened?,"From my perspective, Records indicate sex of patient containing 'F' and todays date starting with 03/ and symptomversion1 between 25.1 and 25.200000000000003. How often did these lead to life-threatening events or death?",Occurrences of female patients with entries in early March suggest possible demographic or treatment-related patterns. Examining these cases by age group could help reveal differences in outcomes and recovery trajectories.
hard_r0429,hard,429,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""V_FUNDBY"": ""PUB""}}, {""prefix"": {""PRIOR_VAX"": {""value"": ""Tin""}}}, {""range"": {""query"": {""gte"": 25.1, ""lte"": 25.200000000000003}}}]}}}",Reports show entries containing 'PUB' and starting with 'Tin' and between 25.1 and 25.2. Can you list these cases and summarize results?,"Speaking for affected families, Iam interested in cases with v fundby containing 'PUB' and prior vaccinations starting with Tin and symptomversion5 between 25.1 and 25.200000000000003. Can you list them and detail any ER visits or hospital stay?",Entries funded publicly with prior vaccination records starting with “Tin” may reveal co-occurring patterns with other events. Analyzing these correlations could help identify meaningful trends or risk factors in patient outcomes.
hard_r0430,hard,430,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""VAX_NAME"": ""INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE QUADRIVALENT)""}}, {""prefix"": {""TODAYS_DATE"": {""value"": ""08/""}}}, {""range"": {""NUMDAYS"": {""gte"": 0.0, ""lte"": 3706.5}}}]}}}",I've found records containing 'INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE QUADRIVALENT)' and starting with '08/' and between 0.0 and 3706.5. Please pull up similar cases and their details.,"Speaking as a patient advocate, Instances where vax name containing 'INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE QUADRIVALENT)' and todays date starting with 08/ and numdays between 0.0 and 3706.5 appeared Could you map their distribution by state and count how many recovered?",Records for the influenza vaccine INFLUENZA (SEASONAL) (FLUZONE HIGH-DOSE QUADRIVALENT) with dates in August may highlight potential reporting inconsistencies. Aggregating these entries could help evaluate documentation patterns and identify any systematic deviations.
hard_r0431,hard,431,match + prefix + range,"{""query"": {""bool"": {""must"": [{""match"": {""HOSPITAL"": ""Y""}}, {""prefix"": {""TODAYS_DATE"": {""value"": ""02/""}}}, {""range"": {""VAERS_ID"": {""gte"": 0.0, ""lte"": 13401.1}}}]}}}",Entries containing 'Y' and starting with '02/' and between 0.0 and 13401.1 caught my attention. Could you show these instances and what happened?,"Speaking as a patient advocate, When hospitalization record containing 'Y' and todays date starting with 02/ and ID of patient between 0.0 and 13401.1 occurs, what do the follow-up data say about patient outcomes?",Hospitalization records from February could reveal patterns related to severe adverse events. Examining these cases alongside ER visit details and recovery information may help uncover trends in patient outcomes and care trajectories.
